Question	Potentially_Pejorative
而更多对同性恋抱有偏见的人他们偏见的方式是通过侮辱诅咒同性恋，通过散播自己本就不健全的三观，用各种伪科学或者哲学观点来证明同性恋的劣等和同性恋不该存在在世界上的扭曲变态思想，这种人还挺多的。如果有人告诉他他的这个想法是错的，他就会好像一个被爸爸妈妈惯坏的孩子，在受到社会的毒打后通过发狂和哭泣的方式伤害对他造成心理“伤害”的来源。但你不一样，你对txl除了不伤害，也给自己推倒之前偏见的机会，这还挺好的，这点连很多同性恋自己都做不到。	Potentially
你这算不算打小报告😆	None
那玩意根本就不能算文化	None
哈哈哈哎哈哈哈哈，不要和不是同一个三观的人说话，说不到一堆去的🤣	None
同在广州，都特么有点不敢找对象了，就怕妹子之前交往过黑人瞒着我😅	Potentially
艾滋病好好治也能活很久的，千万别放弃啊	None
她们被外国杂种羞辱了，国男愤怒受不了罢了。国女被好好对待，没人会反对	Potentially
用钱用帅来衡量男人这种女的还少吗太多咯如果女的对你好感度不够她们就会冷漠势利眼小心眼只会利用你的时候笑	Potentially
人类起源于非洲，不是起源于嘿人	Potentially
东南亚不错的。你不了解东南亚那带的文化，我在那边呆了几年。那边人男人很厉害的早上九点去路边小店点杯咖啡什么之类的饮料，然后拿着报纸看着电视到十点多然后去做事。🤣🤣🤣	None
上海歧视外地人是普遍存在，看看这次防疫吧。妖魔鬼怪到处是	Potentially
河南学校不少，但是跟你们人口比起来，你们上学不觉得费劲么？河南超级能生孩子，导致你们高考分数线超级高	None
那个铁钎子应该是用来缝那些收不到礼物瞎寄吧酸的畒的嘴的	Potentially
没嘲讽没贬低更没夸张，张口屁股歪闭口叛国贼，爱国不是你打压少数人的借口。	Potentially
学校和黑狗都不是好东西	Potentially
喷回去，妈的，非洲人我是接受不了，在中国不干人事	Potentially
你见过几个中国男的娶女黑人，要是有，只能说他脑子有泡，也别回来了，省得到处传染病毒🍉	Potentially
😓来了来了，打的就是蜜	None
你一个精致的利己主义者，说这些话真是让人反胃。黑人艾滋病感染率了解一下，你母亲给你找个黑人继父你乐意不？	Potentially
老一辈的人真的很多排外的呀 年轻人就好点了 既然很多人提出来就肯定是客观存在的事 不排除可能有些夸大但是说不存在就不可能了 年轻一辈人要做的更好扭转刻板印象才好…哪能因为别人说排外就真的变得排外…🤣	Potentially
我在苏北从来没见过歧视四川人的，苏北应该自己受歧视所以对外地来的人都是很和气的。我觉得你不能光从你的角度看问题，你想想自己是不是做了什么不文明的事情。你去苏南上海浙江看看就知道了特别是建议旅居在那住拆迁安置房里面就懂什么叫歧视了	Potentially
道家思想创始人老子告诉我们反猪妖的存在是符合自然辩证法的！老子告诉我们世界上存在的事物都是阴阳相生相克而产生的：没有白天哪有黑夜？没有男人哪有女人？没有高尚哪有低贱？没有猪妖又哪会有反猪妖？因此不要再拿什么反妖违背自然规律”来说事，因为存在猪妖所以必然也就存在其对立面反猪妖，这就是最大的自然规律。老子的原话引用如下：有无相生，难易想成，长短相形，高下相倾，音声相和，前后相随。——《道德经》这是在告诉我们万事万物都是阴阳相生的道理。人法地，地法天，天法道，道法自然。——《道德经》这是在告诉我们万事万物都有它本身的自然规律，人只能顺应规律，违背规律做事最终会受到自然的惩罚。反猪妖现象是客观存在的现象，人们想通过人为的方式去诋毁遏制甚至消灭它注定是归于失败！最终会受到自然规律的惩罚。	Potentially
我总觉得东部沿海对西部内陆有很深的恶意……跟你差不了多少。很多人可能觉得我们老实好欺负吧	Potentially
黑人跑的快---天生抢劫犯	Potentially
这货不是中国人吧？	None
基佬被碰一下直接发廊	Potentially
把女人关起来当生育工具啊，恶心死人。这种又蠢又贱的生物根本不配把她当人看。	Potentially
战争中死的最多的就是男性，获胜受益的却不仅仅是男性	None
你发正常的帖子是钓不到同性异蛆的	Potentially
您就是在地域黑	Potentially
你这什么思想，无论什么关系，地域歧视都是被注定遭人唾弃。	None
🐶🐶肯定是国楠自己造成的呀，国楠不配娶她们	Potentially
不要这么自大好不好，我是河南人，但我也不喜欢什么河南人是别人祖宗类的话，总之，说话长点脑子	None
见到皮肤比较黑的人员，选择与它们相反的方向行走就对了！	Potentially
耽美文学就是消费罢了，，，	None
哈哈，开玩笑的，好好生活，女性依然伟大，不会带着大男子主义去看待女性的，只是你评价的会让大家看不下去，结合之前打拳风向，所以就这样说了，教员都说过妇女能顶半边天，以及宋庆龄和周总理的妻子邓超颖都是很厉害的，打拳打的不是虚有之拳，借着女性柔弱的体质谋福利，然后又刚硬的打着妇女能顶半边天的口号，这才是我看不起的	None
谁想买黑人爆改二手越野车谁就买吧，反正我心胸狭隘种族歧视，我就是不买，略略略	Potentially
3.推动色情产业发展。非处不一定是鸡，但鸡一定是非处。像性交易、成人录像这些色情产业简直是非处的天下，原因有二，一是保守的处女不会为了钱被陌生男人破，二是即便有处女投身于色情业，在第一次交易时就已经成为非处。没有非处，就没有色情产业。	Potentially
实话讲玩网游的时候连麦 最怕碰到江浙的，我说话有点口音，他们就学我说话😅，跟他们说还不承认自己学了... 总之就是特别有优越感，也不知道哪里来的. 当然，不是全部人，有那么一小部分因为江浙一带的经济环境有了优越感，但是跟他们没太大关系啊😲	Potentially
中秋快乐！	None
而现在最多的是台湾网特	Potentially
年轻人！好优秀	None
黑南通都是自取其辱	Potentially
所以还是生男好，汉奸几率低👍有民族血性👍	Potentially
当然是一些半调子地区啦，北上广深这四个一线他还真不地域歧视，他们是所有外地的都觉得没他们好，这个优越正常	Potentially
答主把自己反同性恋，歧视同性恋的倾向换一种说法说得如此清新脱俗也是醉了。	Potentially
甘肃人真的没有存在感😢	Potentially
不知道为什么他还有脸自诩阳光惹，一个大学生不随便见一群陌生中年人很奇怪吗。以及我们的主任怎么还没来联系我啊，我还想听听你是怎么跟他说的呢，说你们学校有个txl，请你配合我们深入调查吗	Potentially
那么问题来了，怎么又是黑龙江出的事啊！	None
南京的媒体给我的感觉就是情商很低，专门盯着不好的地方报道，优点不去宣传	None
什么女用洗衣机，这就把我的臭袜子塞进去	Potentially
编谁不会编，我前两天还看到一个新闻说女性出轨率已打80%。	Potentially
虽然说是地域黑，但是确实前几年发生过🤣大概是刻板印象吧，时代变了谁还偷井盖啊，那么沉	Potentially
我的治疗力大所以30天。百度是想基佬越来越少，没有反同人士的救援，基佬染艾身亡就会越来越多。	Potentially
然而河南逆天新闻、河南网友的逆天言论就是很多	None
你这。。。上边说郭楠在无能狂怒，下边说郭楠没有	Potentially
真把自己当回事了，你的意见有个屁用	None
你这种把身边当世界的人，没什么好说的	None
这个也和曾经香港人骂大陆客“蝗虫” 台湾人骂大陆人“zhina人”有关🤔台湾名嘴每天上节目就希望三峡大坝崩溃，淹死三亿大陆人。去年疫情刚开始，台湾名嘴对大陆疫情幸灾乐祸哈哈大笑。还有台湾“海巡署”经常在厦门附近抓大陆渔民，船被罚没，还要交赎金。类似的事情还有很多，两岸关系逐步走向敌对。。。	Potentially
女权还说亲兄妹父女啪啪啪只要不怀孕，不产生后代就不算违反人类道德！！！也算一种娱乐。	Potentially
害这个确实过分，没办法。之前在抖音看到一个黑人女子在中国读研秀她的宿舍。好家伙那宿舍那个豪华，厕所淋浴厨房沙发双人大床。敢问国内研究生谁能有这待遇😅	None
那果子狸是男的吗？给这个人点赞的都是男的嘛？😄知乎b站微博里面的女拳师都是男的？	Potentially
那就加个修饰词，光明正大的歧视	None
男男是普遍乱，女女才是少部分乱，	Potentially
自嗨型基佬，嗨出优越，嗨出高潮	Potentially
你心怎么那么狠毒	None
基佬都很变态	Potentially
感觉现在女性的择偶标准都是“三无四有”了啊	Potentially
你愿意跟一个被猴子睡过的女人结婚吗？而且她还跟你要房要车要彩礼。	Potentially
比如说他说基佬都是没素质，没教养的人，我告诉他什么图灵之类的基佬，都是有学识，有文化，有教养的人，这时候他突然又跟你扯起对不起父母之类的，就很令人抓狂你知道吧	Potentially
世界黑人人口每年增加4000万。	None
直接去银行投诉她	Potentially
道理都懂，数据不说谎😆	None
这些南满估计连河南人都没见过就开始变着法的黑河南、黑北方了	Potentially
春晚一直是反映社会现象为主哦🤔(得先有现象才能反映吧)而且近两年商业化严重，难免不被带偏。	None
听说增大手术风险有点高，成则罢了，不成还不如隔了做人妖🤣。。。。求证	None
整天喷光棍，奇趣蛋确实没人要，有钱夜夜当新郎	Potentially
黑南方临海地区长相的都是低端下人，就你长的像欧美人？	Potentially
个人觉得这种媒体的源头主要在江苏，10多年前江苏电视台的一系列新闻节目就专门报道各种负面新闻，先播报江苏省内的再报道周边安徽浙江山东的消息，我记得南京有一条马路很破烂，而江苏台却用了一周时间去详细报道它。而且这类节目的受众以中老年人为主，恰恰江浙沪的老年人地域观念很重非常排外，二者结合加深了这些人的地域歧视思想	Potentially
对非正常的女性毫不同情，毫不留情，毫不共情，从日常做起。	Potentially
大猩猩是杂食动物	None
还有“中国女孩找非洲黑人作为男友还要掉过头来说中国男人配不上中国女人”	Potentially
不应该打你爱的人，不管是男的还是女的	None
你想多了，倒贴，媚黑女倒贴😆	Potentially
图1正常人都是这反应	None
对有些女人来说，离婚是生财的手段。	Potentially
同志？你们也配？	Potentially
国女都是一群情绪化的**，觉得全世界都得让着她不能惹她	Potentially
所以这个和狭隘没关系，就是看前任是个什么样的人，黑人的话九成九有问题，基本都有狐臭，得饥渴成啥样才找这个（没味儿学习好的比较少），得形成舆论共识，防止那些为了人口数据好看想引入黑人的XX专家的提案通过，过几年再讨论种族歧视对不对的问题	Potentially
女的在闻狐臭，别戴口罩啊	Potentially
你一个烧鸡在这挑拨男女对立？？？***眼	Potentially
你为什么要管白人的感受呢。	None
这个就如同古代宠妾灭妻的这种法律一样，基本摆着看的，作为深受儒家父系大男人小女人几千年刻板印象洗脑的地方。基本实际都是女性单方面忍耐这个的。不论对方是否人渣。婚姻完整残害了许多女性身心健康。	Potentially
她自己不也是一个哗众取宠的小丑？普信男有什么不好？难道天天跟个八婆一样怨天怨地怪异性才好？中国人讲究天行健君子以自强不息，普通人也要不断自强，而不是像某些群体一样一味崇洋媚外，逆向种族主义，或者性别主义。	Potentially
...这句话跟我的回答我没什么关系吧😂	None
网上被黑的最惨的几个地方:河南，东北地区，广西。一般惨的:北京，山东，安徽，山西。剩下的就是比较少的，我也有看到内蒙，新疆，西藏，湖北，湖南，陕西，甘肃，海南，贵州被黑，其他地方没看到过🍉	Potentially
艾滋病会攻击大脑，希望同性癖们，能保住大脑，不要变成痴呆，智商低下	Potentially
小仙女：为了孩子将就一下吧	Potentially
这几个地方的鸟人优越感贼强 其实鸟本事都没有，就一张鸟嘴乱叫	Potentially
默多默多😆	Potentially
这样讲是不对的朋友，拿医生来说，有的病人隐瞒病史，医生检查或者做手术的时候防护不到位就感染了。还有缉毒警，有的人渣染病毒狗真的会故意把病传给缉毒警察。还有许多许多此类事件	Potentially
仙女本性难移	Potentially
有句话说错了“谁不想做个正常人”，谁告诉你同性恋不是正常人的，还有人说性取向不正常，没有人规定什么样的性取向是正常的，过好自己的生活，外界的话不喜欢就不要参考，毕竟自己的生活不需要别人评头论足，不好的话也适当的过滤掉	None
泥革能算是人？？	Potentially
反串差不多得了	None
世界上有很多美好的东西值得了解，何必一定要了解和欣赏同性恋呢？没人能了解到世界上所有的美好，不必强求。我觉得答主的态度是，将同性恋看做生活中更平常的事情，以平常心对待。有人会觉得骂某种食物不好吃是对所有吃这种食物的人的侮辱吗？不会的。	None
说上海不排外的都是没去过上海或者没生活经验的	Potentially
潮汕是哪里？	None
不过是活不下去了而已，黑人其实不反对种族歧视。你看他们歧视亚裔的样子就知道了	Potentially
我可是老实人，不能勾搭妹子干这些	None
一个山东的哥们说了，山东最魔幻现实主义。他还说，中国基本上也是😄	Potentially
但是默我真的很讨厌	Potentially
大庆不是黑龙江的吗？放眼东北甚至整个中国，有哪个城市敢说自己比大庆更富有？	None
我能说我最喜欢的NBA球员是个白人小角色么😅真不是人人都喜欢黑人球星，更不存在崇拜，只是觉得他们球打的好	Potentially
嘿畜狌没有资格扮演人鱼，要演也是清道夫。	Potentially
陕西现在的话，有点偏绿	None
必须去非洲，别留在中国祸害人	Potentially
骗婚gay不能接受	Potentially
我们来这里反同，首先要避免和基佬对麻，那是下策中的下策，我们要明白基佬最怕什么，答案就是现实生活的阳光，别看基佬一只只在贴吧跳得高，但是大家想想，拔掉插头，关掉电源之后再它们的父母面前，它们敢承认自己的真实身份吗？它们哪个不是在现实生活中只能躲起来冒充直男的肺五	Potentially
你觉得怪那些老外吗。还是。。。。。	None
你想多了，要不是你们知乎一些吃饱了撑的到处举报三非黑人，被遣返回国，人家日子过得爽着呢	Potentially
这种人就是觉得男性特征都是不好的，你还理她干嘛呢	Potentially
黑河南都是偷抢啥的，黑东北直接开除国籍，什么鞑子日本后代啥的，这是有本质区别的。	Potentially
寄生虫只会吸食，繁殖，破坏	Potentially
黑人说实话如果不是头发和胸我是真的区分不了他们的性别，长得一个样	None
别吹嘘自己了，没有用的，你是那样鬼母的阿娜，不管在什么地方，就好像臭水沟里的苍蝇一样，那样的肮脏，那样的恶臭，你的气味，过于馊	Potentially
艹，b站女拳集中营啊，评论区	Potentially
黑浑身都是臭的	Potentially
b吧有啥用啊，发2贴都没了	None
谦虚点，我们蝈腩😆	Potentially
我希望直接嫁过去，	None
你自己为人正气不贪财好色，别人又怎么会骗到你！只是为了贪图小便宜吃软饭，正所谓天下没有白吃的午餐，只能怪你自己不切实际的幻想做成的错误。	None
非洲佬跟你结婚吗⁉	Potentially
我江西只有一所211，没有985，	None
有一句老话叫不到黄河心不死 貌似网上的例子父母都是极力劝阻女儿不要嫁 结果却总是相反 所以我作为一个朋友的话 我有什么资格说话 只能说一句去吧 爱情是高贵的	None
知乎不是你表达个人喜好的平台，歪理邪说还编的津津乐道呢？而且断章取义，夹带个人私货，一些信息调查清楚了吗就好意思一个字一个字敲出来？多学点知识会发表有质量的观点再来知乎吧，不然也没人和你共鸣	Potentially
上海人在上海为什么不能说上海话？	None
我的一个朋友在非洲工作过三年，他说只要是女的嫁给默，基本劝她辞职，要不就拿默的工资，一两千，没有回国假期，不报销任何费用，没假期，	Potentially
黑就黑吧，地域黑是慣例無可避免，黑呀黑就習慣了，不在乎了。	None
伪腐是真的没法讲道理，我是同，我跟一个女生说说不要见了两个男的磕，她说，你懂啥呀？这叫CP自由，虽然她是在开玩笑，但是肯定世界上有很多人已经根深蒂固了这个思想	Potentially
说明现在相亲市场上男的看身家女的看姿色	Potentially
如果国家在这方面立法就真的好了。	None
可以找 也有接受的 不藏着掖着就不会有人说你什么 狗狗那么可爱还有人不喜欢呢	None
差不多得了，大多数江浙沪的人优越感不少是真的😓	Potentially
最近贴吧搜索不出女权相关贴吧了，不能让女权就此沉寂，要利用女权让男性团结一致，不管什么方法，女权就是一个靶子，让男性团结的靶子，继续让女权疯狂吧。	Potentially
不要太想当然了，各大平台炫耀黑人伴侣的，99以上是女的，80以上赖在娘家。	Potentially
湖北发布昨天还把微博评论关了，真的寒心。武汉疫情的时候河南人民捐了不少物资，我们一个被列入贫困县的小县城还捐了几吨大葱，最后通报的时候还把我们嵩县读成了gao县，真的太让人伤心了。	None
你这是高级黑啊	None
所以如果一天醒来发现你以为的好的女性朋友在刚你，就不会厌恶了吗？	Potentially
🤔然后呢？我说了啊 不管是异性还是同性，乱搞感染的都是活该	Potentially
我知道有不少黑乐色的奴才们举报我，这是他们的特点，因为耍刘忙遇到硬茬子了，耍不过了，开始寻求所谓的合理手段了	Potentially
又累又毒的环境你们受得了？	None
嘴上说女权但对男性崇拜不已的人，我能有什么看法？当然是喜欢这种小傻瓜啦	Potentially
我人在欧洲，我跟你说，那些黑皮专门抢偷杀奸中国人	Potentially
过度贫穷和富有，都是原罪	None
学习韩国人偷东西吗	Potentially
都是极端男权家暴打孩子我们温和男权不干这种事	Potentially
发达地区上海被黑的多惨，北京澳门香港广州都还好	Potentially
我讨厌，并且如果有男同试图在我面前秀恩爱的时候我会给出警告，比如告诉他们我觉得他们这样很恶心，可不可以不要在我的面前亲热，如果他们不听，我会直接动手	Potentially
中国人不喜欢二五仔不是很正常吗？	Potentially
其实觉得吉林真的没啥存在感，在外地也很少遇到吉林人?	Potentially
瞅那些脑子不正常的人干嘛啊？让自己生气多不值得啊	None
嘿砸肿本身就不该存在	Potentially
说实话，我小红书微博关注的美女的对象都是鲜肉帅哥。我真的羡慕不已啊😅	None
孙吧不是一天两天被女权围攻了，慌什么	Potentially
我们都是家暴男捏	None
这些女人给黑人下崽，不知道也是害了自己的孩子。她们找黑人男友也是为了显示自己的与众不同能谈朋友谈到国际上的与众不同的优越感而已。她们内心自己也知道中国社会是不会认同它们的同族的。她们的孩子在中国生活在这个跟它们外表就不一样的中国孩子的生活空间中，只会遭到所有人的孤立与歧视而且随着黑人越来越多，也随之而来社会问题越来越多，更多的人已经看清了这个种族好吃懒做的真面目只会让更多中国人对这个种族厌恶的人也越来越多。所以它们的崽子只会在排挤中成长。	Potentially
那为什么知乎上总有北方人说什么“江南系资本、江南系媒体”黑东北？ [瑟瑟发抖]	Potentially
中国56族5000年都一个祖先，黑人是哪个啊？	Potentially
会被周围人瞧不起，染上艾滋病。	Potentially
要不是亲眼所见，我也不相信，这还得从我在十一点吃烧烤，看见一个黑人搂两个妹子说起…………	Potentially
这种就是腐癌，磕CP的前提不是自己也得是同性恋	Potentially
看到你把国外贬低中国女性的水文当成圣经，应该有很多人也就放心了😆	Potentially
黑命也是命，问题是黑人有没有把亚洲人的命当命看？	Potentially
对对对 你们就是道德模范人上人 梅毒传播率最高就是你们这帮同性恋你们的存在的目的就是削减中国的人口对吧？ 	Potentially
想给阿娜上坟捏	Potentially
黑蛆无孔不入。只等潳令。	Potentially
你得知道，杨笠作为一个公众人物，最重要的不是她说的话的本意是什么，而是被大潮流理解成了什么。如果杨笠和你现在做的一样，也出来大力解释的话，毫无疑问回挽回她在男性心目中的形象一点点，但是热度会骤降，钱会少挣，所以为了挣大钱她也不会出来解释，更有可能的是她故意用这种模棱两可的话来又当又立。所以，没什么好洗的，她自己就是想让自己的话被那么认为，还让人觉得不是她的本意，否则现在这种话就不至于被用得着么广泛了	Potentially
原来是好友犯罪后被枪毙，尸体被卖给了医学院	None
有内部汉奸，故意的	Potentially
两个女生，随所有条件都一样，一个是白人一个是黄种人，你选哪个当老婆	None
想问一下你这个找黑人的室友好看吗？人正常吗	Potentially
既然你们这么厉害，先把在南方打工数不胜数的北方人都请回北方去吧，别留在南蛮之地委屈了自己又为南方人贡献经济了😄	Potentially
很多同性恋，特别是母零。这一辈子都想当女人。就开始学一些女人的特征，开始假装自己是一个女王。想了半天女人的特征到底是什么呢？没有想到自信没有想到包容没有想到善良也没有想到温柔，却学到了泼妇的刻薄。以及淫妇的放纵。	Potentially
欧美主体民族基本没多少了，现在都是混血民族了，这都是拜女拳的服，现在他们只不过想让我们也一样而已。	Potentially
他们爆发力确实厉害，但世界不需要那么多运动员。而且以后也不徒手格斗（他们用冷兵器也不占优）他们的优点反而更易犯罪	Potentially
谈恋爱也就算了，找老婆还找强势脾气的纯属自杀	Potentially
很好的解释了为什么会出现那么多eg的原因，兄弟们怎么看	Potentially
看不出来吗，作者就是专业打拳的啊，不是说是男是女，这是一个组织，专门挑拨男女对立，不该死吗，别让我遇见你，我进去坐牢也得把你弄死	None
东北真的实惨，我们河南也很惨啊，无缘无故被搞	None
霓虹也就80年代初对默有强力管制，现在也不行了，你看奥运会旗手都有默了	Potentially
真可怜，摊上这么一个不正常的女人	None
匈奴汉国的刘渊。也是一个汉化之人。他的继任者骨子里改不掉。	Potentially
上海是唯一一个本地人在本地说本地话，要被说排外的城市，❤️❤️❤️	Potentially
没说不对。只说作为男性无法接受这个。你愿意那是你的自由，我不接受那是我的自由。所以没有批判，如果有请指出来，我与你一同批判他的错误言论。如果没有，那么请修改你自己的言论，毕竟喷神没有批判对错。	None
一个人的圈子是很小的，你没接触过，不代表没有。不要试图把这件事，往小了说，这不是一件小事，你这种态度让人十分怀疑，，，，，😓	None
无可救药之人不需要改变，艾滋中自生自灭	Potentially
自己年薪二十万那是自己说的	None
西安，武汉，江苏人家之间都好着，就喜欢黑你河南是吧😄	Potentially
异性恋是掰不弯的，就像同性恋是掰不直的，我们要倡导同性恋和异性恋是平等的，而不是倡导同性恋更好贵，实际上好像也极少数倡导同性恋更好贵	None
你还是太年轻了，没有格局。	None
生理反感，但是理智教会我尊重他人。就好比生理上想躺平，但是大脑让我继续努力。	None
所以你就黑上海😅	Potentially
男权是平权，不是父权，谢谢。	None
生活方式习惯语言的差异是误解的根源，几个熟悉的河南朋友在我们这做小生意干的不错，和周围的人也相处融洽，不和谐都在网络上，现实几乎遇不到	None
之后那女的就一直在后面骂我，就刚才的事，应该没啥后续了，有后续我在吱两声。	None
easy罢了	Potentially
刷到這層樓，感覺特別生動😅	None
并且照你这样说，剩下的女人全都是不爱国的，那你为何不说剩下的男人呢？知乎唯一让人讨厌的大概就是男权主义太重吧！	Potentially
总结：农业大省，人口较多，经济不太发达	None
人伦人伦，没听说过狗伦，所以人作为高等的生物受到的束缚就多，狗没那么高等，受到的束缚就低，人大可不必学狗	None
最好都走，我是这么想的	None
所以上海是穷山恶水？？？？	Potentially
刚才贴吧，抽风没办法回复你。只能先关注你，再给你回复。B站骂她，然后反手被举报封号，还是有点得不偿失的。也就只能在这儿骂骂她了。一击脱离是真的让人恼火。	None
是友军，但是没有加狗头，厚葬	None
接盘二字就涉及性别歧视了，不要这么说好不好	Potentially
那还不是东北影视人才多，硬把普通话，说成东北话，孙红雷那个征服明明是发生在河北石家庄的事，他那一口东北话。直接就把人带到东北了。	None
我们不是种族歧视，是种族鄙视。我们不歧视他们，就像我不会歧视猫狗一样，不歧视不等于和其性交，如果不歧视成了一定要和其恋爱结婚生子，那我们穷光棍就太高兴了，可没有一位体面的小姐愿意嫁给我们，看来按某些人的逻辑歧视穷人是真歧视，比歧视黑人都歧视。	Potentially
谁要跟她们摆烂？我之前的回答呼吁外娶。国女都把我私信炸了。外娶啊！外娶！划重点！	Potentially
我见过无数的江苏人默认自己是日本的，不搞个夏日祭浑身不舒服😄	Potentially
虽然黑人唱Rap比国内的rapper们正宗些，但本身这种音乐形式就偏小众，不存在什么特殊的享受吧	None
主要是杨笠这伙人搞性别对立，然后就是twitter上easy girl 等等，值得引起重视，黑人实在没法吐槽，广州地铁乌压压一片😄😄😄	Potentially
这就是阳谋，你不防不行，防了也不能全身而退。	None
女士本身不是女性，这里的女士是lady。这句话本来就不是男女平等。	None
有这东西还要女人干嘛，现在的女人都不听话了，生了孩子都不负起一个做母亲的责任	Potentially
这人真逗儿，把安徽都分成两半儿了，什么都是皖北的锅	Potentially
幕刃和理客中一样恶心	Potentially
艾呀，梅什么，湿不了[蹲]	Potentially
这些坏事都是广东人干的！	Potentially
外表可以。黑真是太丑	Potentially
其实韩国人。。。娘炮。。。😄😄😄	Potentially
这样的校领导不会有后代的，不害怕	None
东北，河南，山东历史地位普遍很高。东北重工业基地，共和国长子。山东GDP一直在前三，甚至干到过第一，河南历史底蕴身后，就像班里的高富帅，现在突然落魄了，肯定会有很多人讨论😅	None
呵，黑安徽江西最严重的也是你们那吧🤣那就不要怪别人反击	Potentially
又一个LKD	Potentially
你以为非洲人来中国，都是非洲酋长？？？酋长很高大上？？相对于中国来说，酋长就是中国的村长，多的不说，很多非洲人在中国，都是靠着中国留学金才来的	Potentially
哈哈哈 你是揣着明白装糊涂吗 有不少媚黑女嘲笑国男几把小呢	Potentially
非洲黑人的后代都回非洲去	Potentially
中国好像临夏宁夏生育率高	None
喝多了会谈一下，正常社交应该不会。可就那么一下的谈论就可以导致她们社死了	Potentially
2.好玩。非处在性方面懂的比处女多，也比处女放得开，更熟练或更乐意学各种不同姿势和玩法。一个字：爽	Potentially
安徽池州也是这样，才从五线变四线	None
你说得河南人偷井盖才是无关紧要的，都带调侃的味道，但广东是在文化种族等方面被黑，你别混淆视听	Potentially
长三角内部互黑很多年了，几年前刚来知乎时，南京和苏州和杭州吵得非常凶	Potentially
唉，但nq觉得自己不能共情任何男性很棒。。。	Potentially
长的一般，而且感觉有点男性化。最符合国人审美的白人其实是俄罗斯，乌克兰的斯拉夫人。	None
我想问那位广西小哥的普通话不标准到什么程度？以至于认为是外国人，像哪个国家的人？	None
开始打男拳了，理中客就出来了	Potentially
艾呀。梅事的	Potentially
拳师攻占大学，目的是把男性排挤出高等教育，从而坐稳高位	Potentially
陕西人都这样的吗😅	None
匿名随你怎么说	None
其实种族歧视是要连接到利益的，美国是个移民国家，黑人也美国国家内部的人民，而种族歧视的核心是对于同工同酬的双标问题，是否有工作，同样的工作量是否拿同样的钱，而不是光怎么看待怎么看待这种虚空之中而不连接到现实生活中的东西，别人只是怎么看他真对他有什么影响吗，别人还不能有自己的看法了，一个外国人在中国打工能同工同酬付同样的钱能买到同样的商品怎么能算是种族歧视呢，更何况中国是个原住民国家本来就没有黑人这个种族，本来就不是中国国家内部的自己人算什么种族歧视啊？他们只是来中国赚钱淘金的？中国内部的所有社会福利待遇都是中国人民支持政府反哺出来的凭什么要求在中国得到与中国人民一样的待遇享受？	Potentially
要是真喜欢大的，哪怕找个驴呢	Potentially
楼主说的那种东西真是不言而喻当然指的就是虫族	Potentially
他喜欢上你了🤣	None
十几年前有地沟头、脏辫、嘻哈什么的，这帮孩子的审美就是被扭曲了	Potentially
那既然有这么多优秀人才，黑人为主的国家为什么没有一个强国？😆	Potentially
搞得中国人没有似的，说不喜欢黑人啥的都理解，你说这话你觉得你好意思吗？中国有多少啊！	Potentially
可惜了这么帅的演员，他的电影也很好看	None
趁早纠正取向是最好的出路，直佬们	Potentially
对，其实她和谁都没关系，关键是一知道，就不会再想有任何交集。	None
阿斗怎么也整这一套了	None
不高，一点不高，就是结婚率血崩了	None
为什么楼主全部引用男性说的话？是歧视女性话语权吗？	Potentially
我河北人从小到大没听过什么黑河南的言论，第一次听到井盖梗还是个新疆人说的。	None
哈哈哈哈哈哈，对不起，你有主角光环	None
你们同性恋说爱是不分性别，性取向是可以变化的，所以同性恋不正常可以变成正常的异性恋。你们说同性恋存在即合理所以反同存在即合理，你们要反同包容同性恋，你们同性恋也要包容反同。	Potentially
但是有一说一，我从事旅游行业，在青岛，我们这对东北人的看法非常统一大家都挺反感他们的，发生矛盾也几乎都是跟东北人有些人是非常不讲理还感觉自己很有理，这不是少数现象，10次吵架8次东北的。所以我打心底里反感东北人，但是也有好的10个里面可能有两个	Potentially
上海这种客观存在的东西也算黑吗？我倒是觉得是全国人民被上海各种瞧不起以后总结出来的结论罢了。	Potentially
确实，这点得学着人家小棒子	Potentially
自己不控制自己，还怕别人传病你？	None
您破防破的未免也太快了吧🤭🤭，骂完就拉黑你可真够能耐，跟你讲啊，污蔑这块儿你可真还得跟你妈妈学学	None
这种÷剩都懒得说它们省的龌蹉事	Potentially
太可怕了，永远反黑👍️	Potentially
小红书什么东西懂的都懂	Potentially
都是些矮矬穷们发泄情绪而已。本身地图炮就是很丢自己的脸的，如今各大平台ip地址开放，他们也会丢了自己省份的脸！	Potentially
之前在哪听过一嘴，说杂交的不如纯种的好，还会弄出很多奇怪的病，智商还会迭代变低，这是真的吗？？	Potentially
被默光顾过就让默带走啊，留下来祸害同胞？	Potentially
辽宁口音很重，尤其是沈阳辽阳那一片	None
又是个体推及全体，以及双标。所以应证了上海被排外多么严重啊	Potentially
其实应该说，几乎所有中国人的祖先都在河南居住过，这样就没人误会了	None
祸害天下苍生，罪孽深重，黑人多了闹事，到时候谁也跑不了	Potentially
现在没证据只要女的说有就有	Potentially
这些黑人崇拜者为黑人做了大量正面宣传。应该占据了国内所有渠道对黑人的正面宣传的99%以上吧。而且是完全自愿，义务，积极，和免费的。宣传多了，那么自然就会有越来越多的女孩倒贴黑人。	Potentially
这才是真正的反黑英雄	Potentially
