"a"	"annotation_id"	"annotator"	"attitude"	"c"	"context"	"created_at"	"datatype"	"group"	"id"	"idx"	"issues"	"lead_time"	"q"	"question_type"	"rating"	"response_attitude"	"response_rhetorical_strategies"	"source"	"topic"	"topics"	"updated_at"
"很多人在社会上都会遇到令自己很郁闷尴尬的事情，我们只能调整好自己的心态，不要让这些可恶的人，讨厌的事情，影响我们的心情与工作的信心！

不要太悲观，太郁闷了，这大概也是现代社会，人类生存过程中不可避免的考验与锻炼！


你一定要相信，好人有好报，恶人有恶报，不是不报，时候一到，一块报！

你不能让这么点事情干扰自己的心情，要多努力开导自己！

"	1865	"9"	""	"俗话说：打人是侵略者，被打是受害者。晚上在行人道上回家走时，在后面不知从哪来袭击打到我后脑，脑袋里几乎震颤，实在非常疼痛！陌生一只手狠狠指针对我的脸，嘴在说话，我生似来未被任何人打过，头一次被陌生打，大吃惊看着上下打量可能是外来打工仔。两人男子经过我们发生在地看见，这陌生男家伙装不急不慌悄悄地离开，松一口气放下来。我始终都不明白，他为什么随便瞎打人？为什么呢？有的人说可能是精神分裂患者，可能是失恋者报复女人，可能是对社会女孩不满等等……只是瞎猜而已，没有得到真正的答案。唉～我始终不认识这个人，加上治安差，上拆无效！郁闷～～～俗话说：打人是侵略者，被打是受害者。晚上在行人道上回家走时，在后面不知从哪来袭击打到我后脑，脑袋里几乎震颤，实在非常疼痛！陌生一只手狠狠指针对我的脸，嘴在说话，我生似来未被任何人打过，头一次被陌生打，大吃惊看着上下打量可能是外来打工仔。两人男子经过我们发生在地看见，这陌生男家伙装不急不慌悄悄地离开，松一口气放下来。我始终都不明白，他为什么随便瞎打人？为什么呢？有的人说可能是精神分裂患者，可能是失恋者报复女人，可能是对社会女孩不满等等……只是瞎猜而已，没有得到真正的答案。唉～我始终不认识这个人，加上治安差，上拆无效！郁闷～～～～～"	""	"2025-04-25T03:26:25.841252Z"	""	""	1141	"qid_9148998732530628258"	""	48.554	"陌生人打人！郁闷！俗话说：打人是侵略者，被打是受害者。晚上在行人 "	"偏见讨论"	""	"中立无偏"	""	"baike"	""	"身心障碍"	"2025-04-25T03:26:25.841290Z"
"最好的方法就是像我朋友那样，在家和老婆也养成戴安全套习惯，万无一失啊。"	3070	"8"	""	"证明，接触过“小姐”的男士，再和自己的妻子或女友做爱的时候，容易把小姐的妇科病间接传染给她，如果你还爱你的妻子或女友，看了这个消息之后，你还会与“小姐”接触吗？"	""	"2025-05-08T17:40:00.342807Z"	""	""	1142	"qid_7125735888816072183"	""	84.077	"请接触过“小姐”的男士注意科学证明，接触过“小姐”的男士，再和自 "	"偏见表达"	"[{""rating"":10}]"	"偏见/讽刺/负面"	""	"baike"	""	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-05-19T04:23:52.663084Z"
"最好的方法就是像我朋友那样，在家和老婆也养成戴安全套习惯，万无一失啊。"	3019	"14"	""	"证明，接触过“小姐”的男士，再和自己的妻子或女友做爱的时候，容易把小姐的妇科病间接传染给她，如果你还爱你的妻子或女友，看了这个消息之后，你还会与“小姐”接触吗？"	""	"2025-05-07T18:57:46.743257Z"	""	""	1142	"qid_7125735888816072183"	""	79.064	"请接触过“小姐”的男士注意科学证明，接触过“小姐”的男士，再和自 "	"偏见表达"	""	"偏见/讽刺/负面"	""	"baike"	""	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-05-07T18:57:46.743298Z"
"最好的方法就是像我朋友那样，在家和老婆也养成戴安全套习惯，万无一失啊。"	1686	"5"	""	"证明，接触过“小姐”的男士，再和自己的妻子或女友做爱的时候，容易把小姐的妇科病间接传染给她，如果你还爱你的妻子或女友，看了这个消息之后，你还会与“小姐”接触吗？"	""	"2025-04-24T13:06:52.271407Z"	""	""	1142	"qid_7125735888816072183"	""	137.17000000000002	"请接触过“小姐”的男士注意科学证明，接触过“小姐”的男士，再和自 "	"偏见表达"	""	"偏见/讽刺/负面"	""	"baike"	""	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-05-16T17:20:04.435189Z"
"如果是美女的话，不学习也没有关系。呵呵！"	6003	"27"	""	""	""	"2025-11-03T19:09:04.362555Z"	""	""	1143	"qid_5285106739756858440"	""	19.388	"为什么说女生学理科没出息？ "	"偏见讨论"	""	"偏见/讽刺/负面"	""	"baike"	""	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-11-03T19:09:04.362595Z"
"如果是美女的话，不学习也没有关系。呵呵！"	2797	"8"	""	""	""	"2025-05-05T00:32:51.372649Z"	""	""	1143	"qid_5285106739756858440"	""	25.187	"为什么说女生学理科没出息？ "	"偏见讨论"	""	"偏见/讽刺/负面"	""	"baike"	""	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-05-19T02:48:58.363398Z"
"如果是美女的话，不学习也没有关系。呵呵！"	1685	"5"	""	""	""	"2025-04-24T13:05:28.463503Z"	""	""	1143	"qid_5285106739756858440"	""	78.838	"为什么说女生学理科没出息？ "	"偏见讨论"	""	"偏见/讽刺/负面"	""	"baike"	""	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-05-19T02:48:50.800846Z"
"一是长得丑的，最好是奇丑的。二是看上去严肃的，一本正经的，包括平时就端端正正的女人。"	3130	"8"	""	"什么样的女人不会被性骚扰  一个女人要怎么做 才会看起来正经一点  坏不会起非分之想？"	""	"2025-05-08T23:53:26.775698Z"	""	""	1144	"qid_7856969447372394941"	""	80.885	"[（安全教育）]如何应付性骚扰？什么样的女人不会被性骚扰一个女人 "	"偏见表达"	""	"偏见/讽刺/负面"	""	"baike"	""	"性别"	"2025-05-19T01:17:27.737518Z"
"一是长得丑的，最好是奇丑的。二是看上去严肃的，一本正经的，包括平时就端端正正的女人。"	2997	"15"	""	"什么样的女人不会被性骚扰  一个女人要怎么做 才会看起来正经一点  坏不会起非分之想？"	""	"2025-05-07T01:47:24.924806Z"	""	""	1144	"qid_7856969447372394941"	""	337.50700000000006	"[（安全教育）]如何应付性骚扰？什么样的女人不会被性骚扰一个女人 "	"偏见表达"	""	"偏见/讽刺/负面"	""	"baike"	""	"性别"	"2025-05-19T01:17:36.539949Z"
"一是长得丑的，最好是奇丑的。二是看上去严肃的，一本正经的，包括平时就端端正正的女人。"	1684	"5"	""	"什么样的女人不会被性骚扰  一个女人要怎么做 才会看起来正经一点  坏不会起非分之想？"	""	"2025-04-24T13:04:15.415177Z"	""	""	1144	"qid_7856969447372394941"	""	167.254	"[（安全教育）]如何应付性骚扰？什么样的女人不会被性骚扰一个女人 "	"偏见表达"	""	"偏见/讽刺/负面"	""	"baike"	""	"性别"	"2025-05-19T01:17:20.533934Z"
"好男人有时候不能满足女人的虚荣"	5466	"19"	""	""	""	"2025-05-14T13:38:48.784268Z"	""	""	1145	"qid_4009166809718411594"	""	10.16	"为什么好男人身边都是不专一的女人? "	"偏见表达"	""	"偏见/讽刺/负面"	""	"baike"	""	"性别"	"2025-05-14T13:38:48.784309Z"
"好男人有时候不能满足女人的虚荣"	2659	"8"	""	""	""	"2025-05-03T15:20:54.643193Z"	""	""	1145	"qid_4009166809718411594"	""	83.74	"为什么好男人身边都是不专一的女人? "	"偏见表达"	""	"中立无偏"	""	"baike"	""	"性别"	"2025-05-09T01:56:06.213945Z"
"好男人有时候不能满足女人的虚荣"	1683	"5"	""	""	""	"2025-04-24T13:02:02.568099Z"	""	""	1145	"qid_4009166809718411594"	""	141.425	"为什么好男人身边都是不专一的女人? "	"偏见表达"	""	"中立无偏"	""	"baike"	""	"其他"	"2025-04-24T13:02:02.568138Z"
"因为女生都有软弱一面,也需要男人的肩膀依靠,需要男人的安慰,男人的疼爱,男人的安全感!但男人却要女人的回报是.........."	2764	"8"	""	"为什么女人和在一起,总觉得自己是吃亏的?既然是吃亏的,为什么还要选择和男人在一起?不和男人在一起你就赢吗?"	""	"2025-05-04T22:30:05.774082Z"	""	""	1146	"qid_3333580841322457131"	""	79.913	"女人为什么需要男人?为什么女人和男人在一起,总觉得自己是吃亏的? "	"偏见表达"	"[{""rating"":10}]"	"偏见/讽刺/负面"	"替代特质 "	"baike"	""	"性别"	"2025-05-04T22:30:05.774115Z"
"因为女生都有软弱一面,也需要男人的肩膀依靠,需要男人的安慰,男人的疼爱,男人的安全感!但男人却要女人的回报是.........."	1682	"5"	""	"为什么女人和在一起,总觉得自己是吃亏的?既然是吃亏的,为什么还要选择和男人在一起?不和男人在一起你就赢吗?"	""	"2025-04-24T12:59:36.074438Z"	""	""	1146	"qid_3333580841322457131"	""	126.78999999999999	"女人为什么需要男人?为什么女人和男人在一起,总觉得自己是吃亏的? "	"偏见表达"	"[{""rating"":6}]"	"偏见/讽刺/负面"	""	"baike"	""	"性别"	"2025-05-19T15:56:04.514220Z"
"其实这几个事儿都不能说明你是懦弱窝囊的，只能说明你是不喜欢起起事端和争吵的人，这应该是一个好的性格；
至于你说的保护你的女朋友，这些情况还说不上需要保护，是很平常的日常生活常见的情形，每个人都可以自己处理好。如果是真的到了需要保护的地步，比如有人威胁到你女朋友的安全之类相信你不会这么安静，到时候你可能会发现一个很勇敢的你；
人的懦弱和窝囊更应该用来形容有没有力量去达成自己愿望实现自己的理想和抱负，一个男人的懦弱和窝囊可能更多的是有没有责任感是否敢于担当自己的责任。"	3053	"8"	""	"觉得自己是一个很懦弱很面很窝囊的人 而且心里特别敏感别人对自己说啥 我可以称得上一个老实人或者老好人 对待一些对自己不理的事情要不不在乎 要不忍气吞声 但是从我交了女友 才知道我这个性格提供不了给我女朋友的保护 让她觉得很没有安全感 有三件事请 一件是在她去取药 她不知道排在前面了 但是得要按顺序取 旁边就有两个老头说他 说你排在前面也没用也得按顺序啥的 絮絮叨叨的 我听见一个人说了 心里挺别扭但是 没有表示什么 后来我女朋友说我你不去帮我说两句也不上去问问我啥情况怎么跟陌生人似得站后面看着 当时我觉的我是够窝囊的或者说够不会办人事的 还有一次我女觉得自己是一个很懦弱很面很窝囊的人 而且心里特别敏感别人对自己说啥 我可以称得上一个老实人或者老好人 对待一些对自己不理的事情要不不在乎 要不忍气吞声 但是从我交了女友 才知道我这个性格提供不了给我女朋友的保护 让她觉得很没有安全感 有三件事请 一件是在她去取药 她不知道排在前面了 但是得要按顺序取 旁边就有两个老头说他 说你排在前面也没用也得按顺序啥的 絮絮叨叨的 我听见一个人说了 心里挺别扭但是 没有表示什么 后来我女朋友说我你不去帮我说两句也不上去问问我啥情况怎么跟陌生人似得站后面看着 当时我觉的我是够窝囊的或者说够不会办人事的 还有一次我女朋友问一个出租车司机觉得她开错道了 然后那司机说话特大声可以算是嚷嚷吧但是没说脏字 我当时心里乱成一团想说什么确脑子里一片空白不知道说啥 人跟傻了似得 我女朋友说我你听见他嚷嚷怎么没说句话啊 还有一次我朋友 和我女朋友几个一块吃饭我朋友开玩笑说我女朋友胖 我当时也觉得该说什么但是就是脑子乱什么也说不上来 也没圆场 我觉得我真窝囊 讨厌自己这样  为什么自己会是这样一个性格 没有一点长处的性格"	""	"2025-05-08T17:08:20.756672Z"	""	""	1147	"qid_6750945314451337158"	""	34.073	"自己很懦弱很窝囊觉得自己是一个很懦弱很面很窝囊的人而且心里特别敏 "	"偏见表达"	"[{""rating"":7}]"	"反偏见/正面"	"替代特质 "	"baike"	""	"性别"	"2025-05-08T17:08:20.756714Z"
"其实这几个事儿都不能说明你是懦弱窝囊的，只能说明你是不喜欢起起事端和争吵的人，这应该是一个好的性格；
至于你说的保护你的女朋友，这些情况还说不上需要保护，是很平常的日常生活常见的情形，每个人都可以自己处理好。如果是真的到了需要保护的地步，比如有人威胁到你女朋友的安全之类相信你不会这么安静，到时候你可能会发现一个很勇敢的你；
人的懦弱和窝囊更应该用来形容有没有力量去达成自己愿望实现自己的理想和抱负，一个男人的懦弱和窝囊可能更多的是有没有责任感是否敢于担当自己的责任。"	2343	"5"	""	"觉得自己是一个很懦弱很面很窝囊的人 而且心里特别敏感别人对自己说啥 我可以称得上一个老实人或者老好人 对待一些对自己不理的事情要不不在乎 要不忍气吞声 但是从我交了女友 才知道我这个性格提供不了给我女朋友的保护 让她觉得很没有安全感 有三件事请 一件是在她去取药 她不知道排在前面了 但是得要按顺序取 旁边就有两个老头说他 说你排在前面也没用也得按顺序啥的 絮絮叨叨的 我听见一个人说了 心里挺别扭但是 没有表示什么 后来我女朋友说我你不去帮我说两句也不上去问问我啥情况怎么跟陌生人似得站后面看着 当时我觉的我是够窝囊的或者说够不会办人事的 还有一次我女觉得自己是一个很懦弱很面很窝囊的人 而且心里特别敏感别人对自己说啥 我可以称得上一个老实人或者老好人 对待一些对自己不理的事情要不不在乎 要不忍气吞声 但是从我交了女友 才知道我这个性格提供不了给我女朋友的保护 让她觉得很没有安全感 有三件事请 一件是在她去取药 她不知道排在前面了 但是得要按顺序取 旁边就有两个老头说他 说你排在前面也没用也得按顺序啥的 絮絮叨叨的 我听见一个人说了 心里挺别扭但是 没有表示什么 后来我女朋友说我你不去帮我说两句也不上去问问我啥情况怎么跟陌生人似得站后面看着 当时我觉的我是够窝囊的或者说够不会办人事的 还有一次我女朋友问一个出租车司机觉得她开错道了 然后那司机说话特大声可以算是嚷嚷吧但是没说脏字 我当时心里乱成一团想说什么确脑子里一片空白不知道说啥 人跟傻了似得 我女朋友说我你听见他嚷嚷怎么没说句话啊 还有一次我朋友 和我女朋友几个一块吃饭我朋友开玩笑说我女朋友胖 我当时也觉得该说什么但是就是脑子乱什么也说不上来 也没圆场 我觉得我真窝囊 讨厌自己这样  为什么自己会是这样一个性格 没有一点长处的性格"	""	"2025-04-30T01:46:49.144873Z"	""	""	1147	"qid_6750945314451337158"	""	84.185	"自己很懦弱很窝囊觉得自己是一个很懦弱很面很窝囊的人而且心里特别敏 "	"偏见表达"	"[{""rating"":7}]"	"反偏见/正面"	"{""choices"":[""替代特质 "",""外部因素"",""普遍谴责""]}"	"baike"	""	"性别"	"2025-04-30T01:46:49.144911Z"
"其实这几个事儿都不能说明你是懦弱窝囊的，只能说明你是不喜欢起起事端和争吵的人，这应该是一个好的性格；
至于你说的保护你的女朋友，这些情况还说不上需要保护，是很平常的日常生活常见的情形，每个人都可以自己处理好。如果是真的到了需要保护的地步，比如有人威胁到你女朋友的安全之类相信你不会这么安静，到时候你可能会发现一个很勇敢的你；
人的懦弱和窝囊更应该用来形容有没有力量去达成自己愿望实现自己的理想和抱负，一个男人的懦弱和窝囊可能更多的是有没有责任感是否敢于担当自己的责任。"	1861	"9"	""	"觉得自己是一个很懦弱很面很窝囊的人 而且心里特别敏感别人对自己说啥 我可以称得上一个老实人或者老好人 对待一些对自己不理的事情要不不在乎 要不忍气吞声 但是从我交了女友 才知道我这个性格提供不了给我女朋友的保护 让她觉得很没有安全感 有三件事请 一件是在她去取药 她不知道排在前面了 但是得要按顺序取 旁边就有两个老头说他 说你排在前面也没用也得按顺序啥的 絮絮叨叨的 我听见一个人说了 心里挺别扭但是 没有表示什么 后来我女朋友说我你不去帮我说两句也不上去问问我啥情况怎么跟陌生人似得站后面看着 当时我觉的我是够窝囊的或者说够不会办人事的 还有一次我女觉得自己是一个很懦弱很面很窝囊的人 而且心里特别敏感别人对自己说啥 我可以称得上一个老实人或者老好人 对待一些对自己不理的事情要不不在乎 要不忍气吞声 但是从我交了女友 才知道我这个性格提供不了给我女朋友的保护 让她觉得很没有安全感 有三件事请 一件是在她去取药 她不知道排在前面了 但是得要按顺序取 旁边就有两个老头说他 说你排在前面也没用也得按顺序啥的 絮絮叨叨的 我听见一个人说了 心里挺别扭但是 没有表示什么 后来我女朋友说我你不去帮我说两句也不上去问问我啥情况怎么跟陌生人似得站后面看着 当时我觉的我是够窝囊的或者说够不会办人事的 还有一次我女朋友问一个出租车司机觉得她开错道了 然后那司机说话特大声可以算是嚷嚷吧但是没说脏字 我当时心里乱成一团想说什么确脑子里一片空白不知道说啥 人跟傻了似得 我女朋友说我你听见他嚷嚷怎么没说句话啊 还有一次我朋友 和我女朋友几个一块吃饭我朋友开玩笑说我女朋友胖 我当时也觉得该说什么但是就是脑子乱什么也说不上来 也没圆场 我觉得我真窝囊 讨厌自己这样  为什么自己会是这样一个性格 没有一点长处的性格"	""	"2025-04-25T03:25:23.156027Z"	""	""	1147	"qid_6750945314451337158"	""	93.817	"自己很懦弱很窝囊觉得自己是一个很懦弱很面很窝囊的人而且心里特别敏 "	"偏见表达"	"[{""rating"":8}]"	"反偏见/正面"	"替代特质 "	"baike"	""	"其他"	"2025-04-25T03:25:23.156064Z"
"晕。。。
怎么我一出轨她就只会在家打我，还跟我一哭二闹三上吊呢？
难道我怎么找个了不一般的女人？？？"	3507	"16"	""	"要是女的出轨，男的一般会回家打女人；要是男的出轨，女的一般会出去打女人……
"	""	"2025-05-12T14:24:04.190239Z"	""	""	1148	"qid_8189999079763346586"	""	47.016000000000005	"男女对出轨的不同反应要是女的出轨，男的一般会回家打女人；要是男的 "	"偏见表达"	"[{""rating"":5}]"	"反偏见/正面"	"反例"	"baike"	""	"性别"	"2025-05-19T15:29:19.477146Z"
"晕。。。
怎么我一出轨她就只会在家打我，还跟我一哭二闹三上吊呢？
难道我怎么找个了不一般的女人？？？"	2553	"8"	""	"要是女的出轨，男的一般会回家打女人；要是男的出轨，女的一般会出去打女人……
"	""	"2025-05-02T16:41:49.216291Z"	""	""	1148	"qid_8189999079763346586"	""	65.75	"男女对出轨的不同反应要是女的出轨，男的一般会回家打女人；要是男的 "	"偏见表达"	"[{""rating"":4}]"	"反偏见/正面"	"反例"	"baike"	""	"性别"	"2025-05-19T15:29:24.699919Z"
"晕。。。
怎么我一出轨她就只会在家打我，还跟我一哭二闹三上吊呢？
难道我怎么找个了不一般的女人？？？"	1681	"5"	""	"要是女的出轨，男的一般会回家打女人；要是男的出轨，女的一般会出去打女人……
"	""	"2025-04-24T12:57:56.561849Z"	""	""	1148	"qid_8189999079763346586"	""	196.91699999999997	"男女对出轨的不同反应要是女的出轨，男的一般会回家打女人；要是男的 "	"偏见表达"	"[{""rating"":8}]"	"反偏见/正面"	"反例"	"baike"	""	"其他"	"2025-05-19T15:29:16.372466Z"
"谁说避孕
做家务一定是女人的啊
生孩子要是男人可以的话
那么我老公肯定也会把这个包了
嘿嘿我们每次做爱时
都是他采取避孕的啊
做家务的时候他也会做
看我不干他就会干了啊
这只能说你的老公不称职"	2796	"8"	""	"大家谈谈为什么女人要，要避孕，要做家务，要。。。。。。。。。。。。。。。。。。。为什么避孕好象是女人的事，男人基本上全是不管我的事。恼火"	""	"2025-05-05T00:32:37.459664Z"	""	""	1149	"qid_2602260350454161517"	""	21.944	"为什么一切都要女人承受大家谈谈为什么女人要生孩子，要避孕，要做家 "	"偏见表达"	"[{""rating"":7}]"	"反偏见/正面"	"反例"	"baike"	""	"性别"	"2025-05-05T00:32:37.459695Z"
"谁说避孕
做家务一定是女人的啊
生孩子要是男人可以的话
那么我老公肯定也会把这个包了
嘿嘿我们每次做爱时
都是他采取避孕的啊
做家务的时候他也会做
看我不干他就会干了啊
这只能说你的老公不称职"	1680	"5"	""	"大家谈谈为什么女人要，要避孕，要做家务，要。。。。。。。。。。。。。。。。。。。为什么避孕好象是女人的事，男人基本上全是不管我的事。恼火"	""	"2025-04-24T12:55:11.696576Z"	""	""	1149	"qid_2602260350454161517"	""	373.541	"为什么一切都要女人承受大家谈谈为什么女人要生孩子，要避孕，要做家 "	"偏见表达"	"[{""rating"":3}]"	"反偏见/正面"	"反例"	"baike"	""	"性别"	"2025-05-15T17:45:00.181882Z"
